+2025-07-07 16:54:55.207 | INFO     | arb.utils.sql_alchemy | user:anonymous | 331   | sql_alchemy.py       | type(table)=<class 'sqlalchemy.orm.decl_api.DeclarativeMeta'>
+2025-07-07 16:55:22.944 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | reply_timestamp <class 'NoneType'> = (None)
+2025-07-07 16:55:22.944 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | source_id <class 'NoneType'> = (None)
+2025-07-07 16:55:22.944 | DEBUG    | arb.portal.utils.route_util | user:anonymous | 67    | route_util.py        | (sector_type='Landfill') will use a Landfill Feedback Form
+2025-07-07 16:55:22.944 | DEBUG    | arb.utils.wtf_forms_util | user:anonymous | 579   | wtf_forms_util.py    | Initializing drop-downs...
+2025-07-07 16:55:22.944 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 421   | wtf_landfill.py      | validate() called.
+2025-07-07 16:55:22.944 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 371   | wtf_landfill.py      | Running update_contingent_selectors()
+2025-07-07 16:55:22.944 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 374   | wtf_landfill.py      | Selected emission_location: 'Not applicable as no leak was detected'
+2025-07-07 16:55:22.944 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 380   | wtf_landfill.py      | Available contingent causes: []
+2025-07-07 16:55:22.944 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: additional_activities, type(field.data)=<class 'str'>, field.data='Q9.  If no leaks were found, please describe any e', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:22.944 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: additional_notes, type(field.data)=<class 'str'>, field.data='Q30.  Additional notes or comments.', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:22.944 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: carb_notes, type(field.data)=<class 'str'>, field.data='', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:22.944 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: contact_email, type(field.data)=<class 'str'>, field.data='me@email.com', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:22.944 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: contact_name, type(field.data)=<class 'str'>, field.data='Q3.  Contact Name', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:22.944 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: contact_phone, type(field.data)=<class 'str'>, field.data='(555) 555-5555', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:22.944 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: emission_cause, type(field.data)=<class 'str'>, field.data='Not applicable as no leak was detected', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:22.944 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: emission_cause_notes, type(field.data)=<class 'str'>, field.data='Q19.  Please provide a more detailed description o', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:22.944 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: emission_cause_secondary, type(field.data)=<class 'str'>, field.data='Other', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:22.944 | DEBUG    | arb.utils.wtf_forms_util | user:anonymous | 653   | wtf_forms_util.py    | emission_cause_secondary.data='Other' not in valid options, resetting to 'Please Select'
+2025-07-07 16:55:22.944 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: emission_cause_tertiary, type(field.data)=<class 'str'>, field.data='Other', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:22.944 | DEBUG    | arb.utils.wtf_forms_util | user:anonymous | 653   | wtf_forms_util.py    | emission_cause_tertiary.data='Other' not in valid options, resetting to 'Please Select'
+2025-07-07 16:55:22.944 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: emission_identified_flag_fk, type(field.data)=<class 'str'>, field.data='No leak was detected', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:22.944 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: emission_location, type(field.data)=<class 'str'>, field.data='Not applicable as no leak was detected', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:22.944 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: emission_location_notes, type(field.data)=<class 'str'>, field.data='Q15.  Please provide a more detailed description o', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:22.944 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: emission_type_fk, type(field.data)=<class 'str'>, field.data='Not applicable as no leak was detected', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:22.944 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: facility_name, type(field.data)=<class 'str'>, field.data='Q1.  Facility Name', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:22.944 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: id_arb_swis, type(field.data)=<class 'str'>, field.data='Q2.  Facility SWIS ID', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:22.944 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: id_incidence, type(field.data)=<class 'NoneType'>, field.data=None, type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:22.944 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: id_message, type(field.data)=<class 'str'>, field.data='200-02', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:22.944 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: id_plume, type(field.data)=<class 'int'>, field.data=1234, type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:22.944 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: included_in_last_lmr, type(field.data)=<class 'str'>, field.data='No', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:22.944 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: included_in_last_lmr_description, type(field.data)=<class 'str'>, field.data="Q25.  If 'No' to Q24, please explain why the area ", type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:22.944 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: initial_leak_concentration, type(field.data)=<class 'decimal.Decimal'>, field.data=Decimal('500.0'), type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:22.944 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: inspection_timestamp, type(field.data)=<class 'datetime.datetime'>, field.data=datetime.datetime(2023, 8, 14, 0, 0), type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:22.944 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: instrument, type(field.data)=<class 'str'>, field.data='Q7.  Instrument used to locate the leak (e.g., Fis', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:22.944 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: last_component_leak_monitoring_timestamp, type(field.data)=<class 'datetime.datetime'>, field.data=datetime.datetime(2023, 12, 17, 0, 0), type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:22.944 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: last_surface_monitoring_timestamp, type(field.data)=<class 'datetime.datetime'>, field.data=datetime.datetime(2023, 12, 16, 0, 0), type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:22.944 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: lat_carb, type(field.data)=<class 'decimal.Decimal'>, field.data=Decimal('35.3211'), type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:22.944 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: lat_revised, type(field.data)=<class 'decimal.Decimal'>, field.data=Decimal('35.3211'), type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:22.944 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: long_carb, type(field.data)=<class 'decimal.Decimal'>, field.data=Decimal('-119.5808'), type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:22.944 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: long_revised, type(field.data)=<class 'decimal.Decimal'>, field.data=Decimal('-119.5808'), type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:22.944 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: mitigation_actions, type(field.data)=<class 'str'>, field.data='Q20 Answer', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:22.944 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: mitigation_timestamp, type(field.data)=<class 'datetime.datetime'>, field.data=datetime.datetime(2023, 12, 15, 0, 0), type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:22.944 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: observation_timestamp, type(field.data)=<class 'datetime.datetime'>, field.data=datetime.datetime(2024, 6, 25, 0, 0), type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:22.944 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: planned_for_next_lmr, type(field.data)=<class 'str'>, field.data='No', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:22.944 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: planned_for_next_lmr_description, type(field.data)=<class 'str'>, field.data="Q27.  If 'No' to Q26, please state why the area wi", type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:22.944 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: re_monitored_concentration, type(field.data)=<class 'decimal.Decimal'>, field.data=Decimal('85.0'), type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:22.944 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: re_monitored_timestamp, type(field.data)=<class 'datetime.datetime'>, field.data=datetime.datetime(1900, 3, 25, 0, 0), type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:22.944 | DEBUG    | arb.utils.diagnostics | user:anonymous | 44    | diagnostics.py       | Diagnostics for: <arb.portal.wtf_landfill.LandfillFeedback object at 0x000001CEC2B866D0>
+2025-07-07 16:55:22.944 | DEBUG    | arb.utils.diagnostics | user:anonymous | 46    | diagnostics.py       | message='in the validator before super'
+2025-07-07 16:55:22.944 | DEBUG    | arb.utils.diagnostics | user:anonymous | 55    | diagnostics.py       | data <class 'dict'>:	 {'id_incidence': None, 'id_plume': 1234, 'observation_timestamp': datetime.datetime(2024, 6, 25, 0, 0), 'lat_carb': Decimal('35.3211'), 'long_carb': Decimal('-119.5808'), 'id_message': '200-02', 'facility_name': 'Q1.  Facility Name', 'id_arb_swis': 'Q2.  Facility SWIS ID', 'contact_name': 'Q3.  Contact Name', 'contact_phone': '(555) 555-5555', 'contact_email': 'me@email.com', 'inspection_timestamp': datetime.datetime(2023, 8, 14, 0, 0), 'instrument': 'Q7.  Instrument used to locate the leak (e.g., Fis', 'emission_identified_flag_fk': 'No leak was detected', 'additional_activities': 'Q9.  If no leaks were found, please describe any e', 'initial_leak_concentration': Decimal('500.0'), 'lat_revised': Decimal('35.3211'), 'long_revised': Decimal('-119.5808'), 'emission_type_fk': 'Not applicable as no leak was detected', 'emission_location': 'Not applicable as no leak was detected', 'emission_location_notes': 'Q15.  Please provide a more detailed description o', 'emission_cause': 'Not applicable as no leak was detected', 'emission_cause_secondary': 'Please Select', 'emission_cause_tertiary': 'Please Select', 'emission_cause_notes': 'Q19.  Please provide a more detailed description o', 'mitigation_actions': 'Q20 Answer', 'mitigation_timestamp': datetime.datetime(2023, 12, 15, 0, 0), 're_monitored_timestamp': datetime.datetime(1900, 3, 25, 0, 0), 're_monitored_concentration': Decimal('85.0'), 'included_in_last_lmr': 'No', 'included_in_last_lmr_description': "Q25.  If 'No' to Q24, please explain why the area ", 'planned_for_next_lmr': 'No', 'planned_for_next_lmr_description': "Q27.  If 'No' to Q26, please state why the area wi", 'last_component_leak_monitoring_timestamp': datetime.datetime(2023, 12, 17, 0, 0), 'last_surface_monitoring_timestamp': datetime.datetime(2023, 12, 16, 0, 0), 'additional_notes': 'Q30.  Additional notes or comments.', 'carb_notes': '', 'csrf_token': 'IjA4MDU2ZWZiMWQ0MGUzMjNjNjYyMzA0NDhhZmU1M2FjYTM5ZDQ0NTUi.aGxeVg.DNGnuu_vl6DTyzm6Elj6D_JEomM'}
+2025-07-07 16:55:22.944 | DEBUG    | arb.utils.diagnostics | user:anonymous | 55    | diagnostics.py       | errors <class 'dict'>:	 {}
+2025-07-07 16:55:22.944 | DEBUG    | arb.utils.diagnostics | user:anonymous | 55    | diagnostics.py       | form_errors <class 'list'>:	 []
+2025-07-07 16:55:22.944 | DEBUG    | arb.utils.diagnostics | user:anonymous | 55    | diagnostics.py       | label <class 'str'>:	 1. CARB internal notes
+2025-07-07 16:55:22.944 | DEBUG    | arb.utils.diagnostics | user:anonymous | 55    | diagnostics.py       | message <class 'str'>:	 Invalid phone number. Phone number must be in format '(123) 456-7890' or '(123) 456-7890 x1234567'.
+2025-07-07 16:55:22.944 | DEBUG    | arb.utils.diagnostics | user:anonymous | 55    | diagnostics.py       | meta <class 'wtforms.form.Meta'>:	 <wtforms.form.Meta object at 0x000001CEC2B8A7D0>
+2025-07-07 16:55:22.944 | DEBUG    | arb.utils.wtf_forms_util | user:anonymous | 227   | wtf_forms_util.py    | Form errors are: {}
+2025-07-07 16:55:22.958 | INFO     | arb.utils.wtf_forms_util | user:anonymous | 388   | wtf_forms_util.py    | wtform_to_model payload_changes: {'carb_notes': '', 'contact_phone': '(555) 555-5555', 'emission_cause': 'Not applicable as no leak was detected', 'emission_cause_secondary': 'Please Select', 'emission_cause_tertiary': 'Please Select', 'emission_location': 'Not applicable as no leak was detected', 'emission_type_fk': 'Not applicable as no leak was detected'}
+2025-07-07 16:55:22.958 | INFO     | arb.portal.json_update_util | user:anonymous | 58    | json_update_util.py  | [apply_json_patch_and_log] ENTRY: model=incidences, model.id_incidence=4004, updates=7 fields, json_field=misc_json
+2025-07-07 16:55:22.958 | INFO     | arb.portal.json_update_util | user:anonymous | 64    | json_update_util.py  | [apply_json_patch_and_log] Model session: True, Model in session: True
+2025-07-07 16:55:22.958 | INFO     | arb.portal.json_update_util | user:anonymous | 75    | json_update_util.py  | [apply_json_patch_and_log] Initial json_data: {'id_incidence': 4004, 'id_plume': 1234, 'observation_timestamp': '2024-06-25T07:00:00+00:00', 'lat_carb': 35.3211, 'long_carb': -119.5808, 'id_message': '200-02', 'facility_name': 'Q1.  Facility Name', 'id_arb_swis': 'Q2.  Facility SWIS ID', 'contact_name': 'Q3.  Contact Name', 'contact_phone': '555-555-5555', 'contact_email': 'me@email.com', 'inspection_timestamp': '2023-08-14T07:00:00+00:00', 'instrument': 'Q7.  Instrument used to locate the leak (e.g., Fis', 'emission_identified_flag_fk': 'No leak was detected', 'additional_activities': 'Q9.  If no leaks were found, please describe any e', 'initial_leak_concentration': 500.0, 'lat_revised': 35.3211, 'long_revised': -119.5808, 'emission_type_fk': 'Due to a temporary activity (i.e., would be resolved without corrective action when the activity is complete)', 'emission_location': 'Working Face (area where active filling was being conducted at the time of detection)', 'emission_location_notes': 'Q15.  Please provide a more detailed description o', 'emission_cause': 'Other', 'emission_cause_secondary': 'Other', 'emission_cause_tertiary': 'Other', 'emission_cause_notes': 'Q19.  Please provide a more detailed description o', 'mitigation_actions': 'Q20 Answer', 'mitigation_timestamp': '2023-12-15T08:00:00+00:00', 're_monitored_timestamp': '1900-03-25T08:00:00+00:00', 're_monitored_concentration': 85.0, 'included_in_last_lmr': 'No', 'included_in_last_lmr_description': "Q25.  If 'No' to Q24, please explain why the area ", 'planned_for_next_lmr': 'No', 'planned_for_next_lmr_description': "Q27.  If 'No' to Q26, please state why the area wi", 'last_surface_monitoring_timestamp': '2023-12-16T08:00:00+00:00', 'last_component_leak_monitoring_timestamp': '2023-12-17T08:00:00+00:00', 'additional_notes': 'Q30.  Additional notes or comments.', 'sector': 'Landfill'}, is_new_row: False
+2025-07-07 16:55:22.959 | DEBUG    | arb.portal.json_update_util | user:anonymous | 116   | json_update_util.py  | [apply_json_patch_and_log] Added log entry for contact_phone: 555-555-5555 -> (555) 555-5555
+2025-07-07 16:55:22.959 | DEBUG    | arb.portal.json_update_util | user:anonymous | 116   | json_update_util.py  | [apply_json_patch_and_log] Added log entry for emission_cause: Other -> Not applicable as no leak was detected
+2025-07-07 16:55:22.959 | DEBUG    | arb.portal.json_update_util | user:anonymous | 116   | json_update_util.py  | [apply_json_patch_and_log] Added log entry for emission_cause_secondary: Other -> Please Select
+2025-07-07 16:55:22.960 | DEBUG    | arb.portal.json_update_util | user:anonymous | 116   | json_update_util.py  | [apply_json_patch_and_log] Added log entry for emission_cause_tertiary: Other -> Please Select
+2025-07-07 16:55:22.960 | DEBUG    | arb.portal.json_update_util | user:anonymous | 116   | json_update_util.py  | [apply_json_patch_and_log] Added log entry for emission_location: Working Face (area where active filling was being conducted at the time of detection) -> Not applicable as no leak was detected
+2025-07-07 16:55:22.960 | DEBUG    | arb.portal.json_update_util | user:anonymous | 116   | json_update_util.py  | [apply_json_patch_and_log] Added log entry for emission_type_fk: Due to a temporary activity (i.e., would be resolved without corrective action when the activity is complete) -> Not applicable as no leak was detected
+2025-07-07 16:55:22.960 | INFO     | arb.portal.json_update_util | user:anonymous | 118   | json_update_util.py  | [apply_json_patch_and_log] Applied 6 changes to json_data
+2025-07-07 16:55:22.960 | INFO     | arb.portal.json_update_util | user:anonymous | 124   | json_update_util.py  | [apply_json_patch_and_log] Before commit: model.misc_json={'id_incidence': 4004, 'id_plume': 1234, 'observation_timestamp': '2024-06-25T07:00:00+00:00', 'lat_carb': 35.3211, 'long_carb': -119.5808, 'id_message': '200-02', 'facility_name': 'Q1.  Facility Name', 'id_arb_swis': 'Q2.  Facility SWIS ID', 'contact_name': 'Q3.  Contact Name', 'contact_phone': '(555) 555-5555', 'contact_email': 'me@email.com', 'inspection_timestamp': '2023-08-14T07:00:00+00:00', 'instrument': 'Q7.  Instrument used to locate the leak (e.g., Fis', 'emission_identified_flag_fk': 'No leak was detected', 'additional_activities': 'Q9.  If no leaks were found, please describe any e', 'initial_leak_concentration': 500.0, 'lat_revised': 35.3211, 'long_revised': -119.5808, 'emission_type_fk': 'Not applicable as no leak was detected', 'emission_location': 'Not applicable as no leak was detected', 'emission_location_notes': 'Q15.  Please provide a more detailed description o', 'emission_cause': 'Not applicable as no leak was detected', 'emission_cause_secondary': 'Please Select', 'emission_cause_tertiary': 'Please Select', 'emission_cause_notes': 'Q19.  Please provide a more detailed description o', 'mitigation_actions': 'Q20 Answer', 'mitigation_timestamp': '2023-12-15T08:00:00+00:00', 're_monitored_timestamp': '1900-03-25T08:00:00+00:00', 're_monitored_concentration': 85.0, 'included_in_last_lmr': 'No', 'included_in_last_lmr_description': "Q25.  If 'No' to Q24, please explain why the area ", 'planned_for_next_lmr': 'No', 'planned_for_next_lmr_description': "Q27.  If 'No' to Q26, please state why the area wi", 'last_surface_monitoring_timestamp': '2023-12-16T08:00:00+00:00', 'last_component_leak_monitoring_timestamp': '2023-12-17T08:00:00+00:00', 'additional_notes': 'Q30.  Additional notes or comments.', 'sector': 'Landfill', 'carb_notes': ''}
+2025-07-07 16:55:22.961 | INFO     | arb.portal.json_update_util | user:anonymous | 125   | json_update_util.py  | [apply_json_patch_and_log] About to commit 6 changes to database
+2025-07-07 16:55:23.077 | INFO     | arb.portal.json_update_util | user:anonymous | 129   | json_update_util.py  | [apply_json_patch_and_log] \u2705 COMMIT SUCCESSFUL: 6 changes committed
+2025-07-07 16:55:23.158 | INFO     | arb.portal.json_update_util | user:anonymous | 132   | json_update_util.py  | [apply_json_patch_and_log] After commit: model.misc_json={'id_incidence': 4004, 'id_plume': 1234, 'observation_timestamp': '2024-06-25T07:00:00+00:00', 'lat_carb': 35.3211, 'long_carb': -119.5808, 'id_message': '200-02', 'facility_name': 'Q1.  Facility Name', 'id_arb_swis': 'Q2.  Facility SWIS ID', 'contact_name': 'Q3.  Contact Name', 'contact_phone': '(555) 555-5555', 'contact_email': 'me@email.com', 'inspection_timestamp': '2023-08-14T07:00:00+00:00', 'instrument': 'Q7.  Instrument used to locate the leak (e.g., Fis', 'emission_identified_flag_fk': 'No leak was detected', 'additional_activities': 'Q9.  If no leaks were found, please describe any e', 'initial_leak_concentration': 500.0, 'lat_revised': 35.3211, 'long_revised': -119.5808, 'emission_type_fk': 'Not applicable as no leak was detected', 'emission_location': 'Not applicable as no leak was detected', 'emission_location_notes': 'Q15.  Please provide a more detailed description o', 'emission_cause': 'Not applicable as no leak was detected', 'emission_cause_secondary': 'Please Select', 'emission_cause_tertiary': 'Please Select', 'emission_cause_notes': 'Q19.  Please provide a more detailed description o', 'mitigation_actions': 'Q20 Answer', 'mitigation_timestamp': '2023-12-15T08:00:00+00:00', 're_monitored_timestamp': '1900-03-25T08:00:00+00:00', 're_monitored_concentration': 85.0, 'included_in_last_lmr': 'No', 'included_in_last_lmr_description': "Q25.  If 'No' to Q24, please explain why the area ", 'planned_for_next_lmr': 'No', 'planned_for_next_lmr_description': "Q27.  If 'No' to Q26, please state why the area wi", 'last_surface_monitoring_timestamp': '2023-12-16T08:00:00+00:00', 'last_component_leak_monitoring_timestamp': '2023-12-17T08:00:00+00:00', 'additional_notes': 'Q30.  Additional notes or comments.', 'sector': 'Landfill', 'carb_notes': ''}
+2025-07-07 16:55:23.158 | INFO     | arb.portal.json_update_util | user:anonymous | 136   | json_update_util.py  | [apply_json_patch_and_log] Model session after commit: True
+2025-07-07 16:55:23.158 | INFO     | arb.utils.wtf_forms_util | user:anonymous | 391   | wtf_forms_util.py    | wtform_to_model payload_all: {'additional_activities': 'Q9.  If no leaks were found, please describe any e', 'additional_notes': 'Q30.  Additional notes or comments.', 'carb_notes': '', 'contact_email': 'me@email.com', 'contact_name': 'Q3.  Contact Name', 'contact_phone': '(555) 555-5555', 'emission_cause': 'Not applicable as no leak was detected', 'emission_cause_notes': 'Q19.  Please provide a more detailed description o', 'emission_cause_secondary': 'Please Select', 'emission_cause_tertiary': 'Please Select', 'emission_identified_flag_fk': 'No leak was detected', 'emission_location': 'Not applicable as no leak was detected', 'emission_location_notes': 'Q15.  Please provide a more detailed description o', 'emission_type_fk': 'Not applicable as no leak was detected', 'facility_name': 'Q1.  Facility Name', 'id_arb_swis': 'Q2.  Facility SWIS ID', 'id_message': '200-02', 'id_plume': 1234, 'included_in_last_lmr': 'No', 'included_in_last_lmr_description': "Q25.  If 'No' to Q24, please explain why the area ", 'initial_leak_concentration': 500.0, 'inspection_timestamp': '2023-08-14T07:00:00+00:00', 'instrument': 'Q7.  Instrument used to locate the leak (e.g., Fis', 'last_component_leak_monitoring_timestamp': '2023-12-17T08:00:00+00:00', 'last_surface_monitoring_timestamp': '2023-12-16T08:00:00+00:00', 'lat_carb': 35.3211, 'lat_revised': 35.3211, 'long_carb': -119.5808, 'long_revised': -119.5808, 'mitigation_actions': 'Q20 Answer', 'mitigation_timestamp': '2023-12-15T08:00:00+00:00', 'observation_timestamp': '2024-06-25T07:00:00+00:00', 'planned_for_next_lmr': 'No', 'planned_for_next_lmr_description': "Q27.  If 'No' to Q26, please state why the area wi", 're_monitored_concentration': 85.0, 're_monitored_timestamp': '1900-03-25T08:00:00+00:00'}
+2025-07-07 16:55:23.158 | INFO     | arb.utils.sql_alchemy | user:anonymous | 379   | sql_alchemy.py       | Before commit comment='call to wtform_to_model()': {'created_by': None, 'created_timestamp': datetime.datetime(2025, 7, 4, 15, 32, 26), 'description': None, 'emission_cause': None, 'emission_cause_notes': None, 'emission_identified_flag_fk': None, 'emission_location': None, 'emission_location_notes': None, 'emission_type_fk': None, 'emission_type_notes': None, 'end_timestamp': None, 'id_incidence': 4004, 'identified_component': None, 'identified_component_notes': None, 'incidence_qa_flag_fk': None, 'incidence_status': None, 'incidence_status_explanation': None, 'inspection_flag_fk': None, 'inspection_timestamp': None, 'internal_comment': None, 'is_open': None, 'misc_json': {'id_incidence': 4004, 'id_plume': 1234, 'observation_timestamp': '2024-06-25T07:00:00+00:00', 'lat_carb': 35.3211, 'long_carb': -119.5808, 'id_message': '200-02', 'facility_name': 'Q1.  Facility Name', 'id_arb_swis': 'Q2.  Facility SWIS ID', 'contact_name': 'Q3.  Contact Name', 'contact_phone': '(555) 555-5555', 'contact_email': 'me@email.com', 'inspection_timestamp': '2023-08-14T07:00:00+00:00', 'instrument': 'Q7.  Instrument used to locate the leak (e.g., Fis', 'emission_identified_flag_fk': 'No leak was detected', 'additional_activities': 'Q9.  If no leaks were found, please describe any e', 'initial_leak_concentration': 500.0, 'lat_revised': 35.3211, 'long_revised': -119.5808, 'emission_type_fk': 'Not applicable as no leak was detected', 'emission_location': 'Not applicable as no leak was detected', 'emission_location_notes': 'Q15.  Please provide a more detailed description o', 'emission_cause': 'Not applicable as no leak was detected', 'emission_cause_secondary': 'Please Select', 'emission_cause_tertiary': 'Please Select', 'emission_cause_notes': 'Q19.  Please provide a more detailed description o', 'mitigation_actions': 'Q20 Answer', 'mitigation_timestamp': '2023-12-15T08:00:00+00:00', 're_monitored_timestamp': '1900-03-25T08:00:00+00:00', 're_monitored_concentration': 85.0, 'included_in_last_lmr': 'No', 'included_in_last_lmr_description': "Q25.  If 'No' to Q24, please explain why the area ", 'planned_for_next_lmr': 'No', 'planned_for_next_lmr_description': "Q27.  If 'No' to Q26, please state why the area wi", 'last_surface_monitoring_timestamp': '2023-12-16T08:00:00+00:00', 'last_component_leak_monitoring_timestamp': '2023-12-17T08:00:00+00:00', 'additional_notes': 'Q30.  Additional notes or comments.', 'sector': 'Landfill', 'carb_notes': ''}, 'mitigated_flag': None, 'mitigation_timestamp': None, 'mitigation_type_fk': None, 'notification_timestamp': None, 'operator_comment': None, 'reply_timestamp': None, 'source_id': None}
